s,X_{cj},X_{rj},Y_{cj},Y_{rj},Z,T,V
0.08685113737513521,0.021074294564111168,0.021074294564110984,0.0707502244604675,0.054407261837244175,0.10456747942427105,0.39294023704780345,0.33518620810199173
0.12648552168552957,0.010483646655452638,0.010483646655455533,0.03365659036101598,0.027100608958003397,0.0574681127485209,0.44883677078733497,0.41197062383421656
0.18420699693267145,0.003181382360238266,0.003181382360237974,0.010013531622540962,0.008280079717756838,0.019476769509520552,0.48547300922793507,0.4703938452017703
0.2682695795279725,0.0004935327326309009,0.000493532732629581,0.0015601350553126395,0.0012973810813880716,0.0034012774546412932,0.49802691513082487,0.4947272258125727
0.3906939937054613,3.228547535269766e-05,3.228547535418733e-05,0.00010440376763685672,8.607402760201046e-05,0.0002503687362568211,0.4999044254017225,0.499590157116075
0.5689866029018293,6.569385949629489e-07,6.569385942286054e-07,2.194939638183629e-06,1.7832099769487994e-06,5.666506858052835e-06,0.4999991926494247,0.4999898488169129
0.8286427728546842,2.611866151103304e-09,2.6118660461970884e-09,9.019827688629624e-09,7.219896050845714e-09,2.445936739699593e-08,0.5000000032886848,0.49999995078849196
1.2067926406393288,3.9864361740387917e-16,1.0910246371053535e-15,6.29437290637704e-16,1.867330628891855e-15,5.476104428548024e-15,0.5000000000000014,0.49999999999998906
1.7575106248547894,1.8883118719131793e-16,1.070043394084135e-15,3.3569988834012077e-16,2.9373740229760565e-16,9.651371789778471e-16,0.4999999999999986,0.4999999999999986
2.559547922699533,3.9864361740390106e-16,1.3847620394030246e-15,7.133622627227703e-16,1.5945744696156042e-15,2.433824190465922e-15,0.4999999999999967,0.4999999999999967
3.727593720314938,2.098124302125785e-17,2.937374022976099e-16,6.294372906377355e-16,1.678499441700628e-16,9.86118421999119e-16,0.4999999999999989,0.4999999999999989
5.428675439323859,7.553247487652906e-16,1.3427995533605166e-15,1.447705768466807e-15,3.839567472890228e-15,5.706898101782196e-15,0.4999999999999934,0.4999999999999934
7.9060432109076855,4.196248604251682e-16,1.2588745812755044e-16,1.384762039403055e-15,2.5177491625510087e-16,1.9512556009770315e-15,0.49999999999999795,0.49999999999999795
11.513953993264458,7.133622627227524e-16,7.133622627227524e-16,1.2798558242967027e-15,1.7624244137856233e-15,2.3498992183808314e-15,0.49999999999999645,0.4999999999999968
16.768329368110066,6.294372906377322e-17,2.0981243021257744e-16,1.6784994417006194e-16,3.356998883401239e-16,3.147186453188661e-16,0.49999999999999944,0.49999999999999944
24.420530945486497,2.3600452269589793e-15,2.5121479338939653e-15,6.4177529248697394e-15,6.947659129675498e-15,1.1657936505726684e-14,0.49999999999998507,0.49999999999998507
35.564803062231285,2.9929887493659285e-16,9.813077866773538e-18,1.040186253877995e-15,1.2168216554799187e-15,2.9635495157656083e-15,0.4999999999999973,0.4999999999999973
51.79474679231202,4.955604322720647e-16,5.740650552062532e-16,5.102800490722251e-16,3.532708032038481e-16,1.2168216554799215e-15,0.49999999999999845,0.49999999999999845
75.43120063354607,3.434577253370728e-16,9.764012477439643e-16,2.4042040773595097e-15,1.5897186144173087e-15,3.3953249419036346e-15,0.4999999999999956,0.4999999999999956
109.85411419875572,2.3404190712254395e-15,2.2913536818915727e-15,6.398126769136212e-15,6.761210650206825e-15,8.125228473688318e-15,0.49999999999998707,0.49999999999998707
159.98587196060572,1.1481301104124963e-15,9.616816309438005e-16,2.2668209872246728e-15,3.3560726304365285e-15,4.464950429381931e-15,0.4999999999999939,0.4999999999999939
232.99518105153672,7.1635468427447e-16,2.7967271920304644e-16,4.808408154719045e-16,1.3345785898812044e-15,7.654200736083377e-16,0.49999999999999817,0.49999999999999817
339.3221771895323,1.1702095356127389e-15,1.4130832128153827e-15,2.7084094912294838e-15,2.2079425200240355e-15,3.670091122173286e-15,0.49999999999999445,0.49999999999999445
494.1713361323828,1.6853961236183392e-15,1.5921718838839914e-15,4.2686888720464485e-15,3.4934557205713465e-15,3.856539601641964e-15,0.49999999999999256,0.49999999999999256
719.6856730011514,2.1392509749566e-15,2.806540269897191e-15,5.5149497611266475e-15,5.034108945654752e-15,5.5836413061940616e-15,0.49999999999998945,0.49999999999998945
1048.1131341546852,4.661211986717442e-17,1.8890174893539107e-16,7.654200736083378e-16,9.028031637431677e-16,7.556069957415643e-16,0.49999999999999867,0.49999999999999867
1526.4179671752302,1.0401862538779902e-15,1.4474289853490904e-15,3.2579418517687992e-15,2.266820987224677e-15,2.580839478961429e-15,0.49999999999999467,0.49999999999999467
2222.996482526191,1.2143683860132265e-15,7.065416064076953e-16,3.925231146709419e-17,1.4130832128153906e-15,1.0303731760112225e-15,0.4999999999999978,0.4999999999999978
3237.45754281764,1.2143683860132265e-15,7.065416064076953e-16,3.925231146709419e-17,1.4130832128153906e-15,1.0303731760112225e-15,0.4999999999999978,0.4999999999999978
4714.8663634573895,1.2143683860132265e-15,7.065416064076953e-16,3.925231146709419e-17,1.4130832128153906e-15,1.0303731760112225e-15,0.4999999999999978,0.4999999999999978
6866.488450042998,1.2143683860132265e-15,7.065416064076953e-16,3.925231146709419e-17,1.4130832128153906e-15,1.0303731760112225e-15,0.4999999999999978,0.4999999999999978
10000.0,1.2143683860132265e-15,7.065416064076953e-16,3.925231146709419e-17,1.4130832128153906e-15,1.0303731760112225e-15,0.4999999999999978,0.4999999999999978
