s,X,Y_{cj},Y_{rj},Z,T,U,V,W
232.99518105153672,0.007173358796042264,0.007173358796042735,0.0071733587960404,0.005806017886507948,0.0009396743304386849,0.4853972785322448,0.0009396743304384296,0.4853972785322448
339.3221771895323,0.0071735340925014775,0.007173534092502697,0.007173534092501801,0.005757519085969034,0.000951799059061443,0.485409140259201,0.0009517990590615002,0.48540914025920107
494.1713361323828,0.007173590847763213,0.007173590847761988,0.007173590847763389,0.005741744315856913,0.0009557608717248051,0.4854129806987024,0.0009557608717248051,0.4854129806987026
719.6856730011514,0.007173600477906682,0.007173600477907245,0.007173600477906959,0.0057390671425895145,0.0009564333736553521,0.4854136323381895,0.0009564333736552306,0.4854136323381895
1048.1131341546852,0.007173601135270234,0.007173601135271942,0.007173601135270451,0.005738884394703449,0.000956479279747253,0.4854136768200045,0.0009564792797474101,0.4854136768199847
1526.4179671752302,0.007173601147736489,0.007173601147736429,0.007173601147734977,0.005738880928748043,0.0009564801503909436,0.4854136776636414,0.0009564801503908849,0.48541367766362087
2222.996482526191,0.007173601147775785,0.007173601147776727,0.007173601147775216,0.005738880918220774,0.0009564801530368643,0.485413677666182,0.0009564801530369624,0.4854136776661957
3237.45754281764,0.007173601147775785,0.007173601147776727,0.007173601147775216,0.005738880918220774,0.0009564801530368643,0.485413677666182,0.0009564801530369624,0.4854136776661957
4714.8663634573895,0.007173601147775785,0.007173601147776727,0.007173601147775216,0.005738880918220774,0.0009564801530368643,0.485413677666182,0.0009564801530369624,0.4854136776661957
6866.488450042998,0.007173601147775785,0.007173601147776727,0.007173601147775216,0.005738880918220774,0.0009564801530368643,0.485413677666182,0.0009564801530369624,0.4854136776661957
10000.0,0.007173601147775785,0.007173601147776727,0.007173601147775216,0.005738880918220774,0.0009564801530368643,0.485413677666182,0.0009564801530369624,0.4854136776661957
