M,X_{cj},X_{rj},Y_{cj},Y_{rj},U,W
135,8.440952528673759e-16,5.154829668421977e-16,0.4999999999999994,0.4999999999999994,2.6087303803883955e-18,2.6087303803883955e-18
140,6.429856275568253e-16,7.268533181077157e-16,0.5000000000000131,0.49999999999998546,1.0483461318861282e-17,3.9312979945729816e-18
145,1.399389281837964e-16,1.1555468310974548e-15,0.4999999999999994,0.4999999999999994,2.344798019048266e-17,2.344798019048266e-17
150,6.985604217111259e-16,1.0897542578693565e-15,0.49999999999999883,0.4999999999999993,5.239203162833445e-18,3.49280210855563e-18
155,1.1174533936130701e-15,1.3968167420163378e-15,0.49999999999999845,0.49999999999999906,1.746020927520422e-17,2.31347772896456e-17
160,4.468901788467466e-16,3.0723699795713828e-16,0.49999999999998385,0.5000000000000153,3.927745712520234e-18,4.36416190280026e-19
165,1.1104542970002566e-15,6.118829799797331e-16,0.5000000000000143,0.49999999999998235,7.25194642938943e-16,7.25194642938943e-16
170,6.140140850999523e-16,3.3874178684413723e-16,0.49999999999999956,0.49999999999999956,8.707640579191445e-18,8.707640579191445e-18
175,1.459795472115394e-16,6.498079050393074e-16,0.4999999999999996,0.49999999999999956,7.516140441566106e-18,1.099334931390131e-17
180,4.711917604346739e-16,2.683960183900841e-16,0.49999999999999967,0.49999999999999967,5.222890683590428e-18,5.222890683590428e-18
185,1.586363281428934e-16,9.971426340410443e-16,0.4999999999999813,0.5000000000000172,2.2662332591841915e-16,2.2662332591841915e-16
190,2.492856585102603e-16,1.5183762836534035e-15,0.4999999999999803,0.5000000000000175,1.586363281428929e-16,1.586363281428929e-16
195,3.9941690531422214e-16,7.033740841783076e-16,0.49999999999999944,0.49999999999999944,4.5965304565862356e-18,4.5965304565862356e-18
200,3.6259732146947146e-16,1.4957139510615694e-15,0.5000000000000185,0.49999999999997935,9.064933036736787e-17,9.064933036736787e-17
205,3.0681135456808515e-16,7.530824157580273e-16,0.4999999999999996,0.4999999999999993,1.7432463327732113e-18,1.3074347495799083e-18
210,1.9317707859829968e-16,7.216507594732289e-17,0.49999999999999983,0.49999999999999983,6.5991906976934165e-18,5.172593330575979e-18
215,3.067411200885267e-16,2.788555637168425e-17,0.49999999999997896,0.5000000000000208,3.485694546460531e-18,4.3571181830756636e-18
220,1.427726953286046e-15,2.7194799110210404e-16,0.5000000000000205,0.4999999999999771,3.8525965406131403e-16,3.8525965406131403e-16
225,1.1784412947757782e-15,5.892206473878891e-16,0.49999999999999883,0.4999999999999994,2.2662332591841886e-17,2.2662332591841886e-17
230,9.756959209344767e-16,1.0593269998717178e-15,0.5000000000000213,0.4999999999999765,2.6134712167887773e-18,3.484628289051703e-18
235,3.0661869032520794e-16,3.6236754311160934e-16,0.49999999999997635,0.5000000000000229,3.484303299150091e-18,5.661992861118896e-18
240,2.6763667982597714e-16,4.302308796928831e-17,0.49999999999999983,0.49999999999999994,1.3242765625977711e-18,1.3242765625977711e-18
245,3.399349888776293e-16,1.8129866073473563e-16,0.4999999999999993,0.49999999999999956,3.399349888776293e-16,3.399349888776293e-16
250,4.737433204441885e-16,1.1982919281823594e-15,0.4999999999999746,0.5000000000000239,4.7896843059614656e-18,4.354258459964969e-18
255,8.080865063276521e-16,4.1797577913499243e-16,0.5000000000000242,0.49999999999997446,6.530871548984257e-19,2.830044337893178e-18
260,3.6221815373622204e-16,9.752027215975209e-16,0.5000000000000245,0.4999999999999741,1.9591126103521627e-18,1.0883958946400903e-18
265,4.985713170205219e-16,4.305843192449961e-16,0.4999999999999993,0.49999999999999883,4.305843192449961e-16,4.305843192449961e-16
270,1.6715362373262137e-16,2.6187401051444018e-15,0.5000000000000251,0.4999999999999721,5.441198689212936e-18,6.3117904794870055e-18
275,1.3928524034764366e-15,8.635684901553907e-16,0.49999999999999906,0.4999999999999987,1.3057991282591592e-18,1.0881659402159661e-18
280,2.2284181334428677e-16,8.91367253377147e-16,0.5000000000000266,0.49999999999997213,4.569998125224631e-18,3.9171412501925414e-18
285,4.0792198665315325e-16,1.2237659599594597e-15,0.500000000000027,0.49999999999997113,9.06493303673674e-17,9.06493303673674e-17
290,1.1140709283381795e-15,1.4761439800480878e-15,0.49999999999999845,0.49999999999999906,8.703679127642027e-18,8.703679127642027e-18
295,2.506512123149286e-16,1.0304549839613732e-15,0.49999999999997047,0.5000000000000283,7.397692030128101e-18,8.485587916911646e-18
300,3.0633406179592655e-16,2.3392782900779848e-15,0.500000000000028,0.49999999999996925,8.485105404858761e-18,9.355372625869916e-18
305,7.240225098498328e-16,1.0303397255555312e-15,0.500000000000029,0.4999999999999693,3.045767769800979e-18,3.6984322919011886e-18
310,2.506098400082401e-16,1.3365858133772806e-15,0.4999999999999686,0.5000000000000299,8.70173055584167e-19,4.350865277920835e-19
315,4.96723025174393e-16,6.442269062374544e-16,0.4999999999999994,0.4999999999999994,5.756856370566043e-19,5.756856370566043e-19
320,9.744949779244337e-16,5.568542730996763e-16,0.5000000000000303,0.49999999999996814,4.7854664094503436e-18,5.8730724115981495e-18
325,1.030130580997382e-15,1.1971787833212818e-15,0.499999999999967,0.5000000000000309,8.265405844151292e-18,8.70042720436978e-18
330,4.498136589748752e-17,9.39313075404779e-16,0.49999999999999956,0.49999999999999956,7.770849259016755e-18,7.770849259016755e-18
335,3.340655394856684e-16,4.454207193142245e-16,0.5000000000000325,0.4999999999999667,3.914830540847676e-18,3.2623587840397296e-18
340,3.0621322476934403e-16,2.5053809299309967e-16,0.4999999999999668,0.5000000000000328,4.349619670019091e-19,8.699239340038182e-19
345,4.732183340254012e-16,1.336145884307015e-15,0.49999999999996536,0.5000000000000328,3.479546573716185e-18,3.914489895430709e-18
350,3.6645114184372675e-16,2.341007729962977e-16,0.49999999999999967,0.49999999999999967,2.5635986672033432e-18,9.096563080379453e-19
355,2.783408724718367e-17,5.01013570449306e-16,0.49999999999999944,0.49999999999999994,8.698152264744896e-19,8.698152264744896e-19
360,3.8966189329658036e-16,3.33995908539926e-16,0.5000000000000347,0.4999999999999647,3.914014553202258e-18,5.871021829803387e-18
365,2.783192762210775e-17,1.0019493943958788e-15,0.49999999999996375,0.5000000000000352,4.348738690954336e-19,4.348738690954336e-19
370,3.33970701087493e-16,2.783089175729109e-16,0.49999999999999994,0.49999999999999944,4.131147995222896e-18,4.348576837076733e-18
375,6.122574396875528e-16,7.235769741761987e-16,0.4999999999999624,0.5000000000000363,8.696838631925465e-19,8.696838631925465e-19
380,4.1743353171687314e-16,2.782890211445821e-16,0.49999999999999994,0.4999999999999993,2.8263728709996623e-18,2.3915462754612527e-18
385,5.565589239941152e-16,2.2818915883758725e-15,0.4999999999999608,0.5000000000000364,3.6958991046484205e-18,3.47849327496322e-18
390,2.782701488598425e-16,4.452322381757479e-16,0.4999999999999617,0.5000000000000376,1.7391884303740154e-18,4.347971075935039e-19
395,3.595924236891944e-16,5.903437181856791e-17,0.49999999999999983,0.49999999999999983,2.6312226929685613e-18,2.6312226929685613e-18
400,7.02532310347098e-16,1.6770126117962985e-15,0.4999999999999986,0.49999999999999906,4.532466518368375e-17,4.532466518368375e-17
405,6.237784613982741e-16,4.779385040738287e-16,0.49999999999999944,0.49999999999999944,4.917744679482191e-18,4.917744679482191e-18
410,3.338822109348412e-16,2.504116582011309e-16,0.4999999999999592,0.5000000000000402,4.999538314779523e-18,5.869023239089006e-18
415,2.782269610611452e-17,5.564539221222904e-16,0.49999999999995925,0.5000000000000401,8.694592533160788e-19,6.520944399870591e-19
420,8.346568277679839e-16,6.399035679554543e-16,0.49999999999995787,0.5000000000000406,3.0430196845707744e-18,2.6083025867749497e-18
425,9.744803014492015e-16,3.852596540613122e-16,0.4999999999999573,0.5000000000000401,6.57207645163415e-16,7.025323103470987e-16
430,2.2662332591841944e-16,1.359739955510517e-16,0.5000000000000414,0.49999999999995753,2.719479911021034e-16,2.719479911021034e-16
435,8.902271900158882e-16,3.616547959439546e-16,0.500000000000042,0.4999999999999568,4.346812451249454e-19,8.693624902498909e-19
440,1.0424672992247322e-15,6.798699777552601e-16,0.4999999999999558,0.5000000000000425,4.5324665183684007e-17,4.5324665183684007e-17
445,5.841812800353095e-16,9.736354667255159e-16,0.5000000000000427,0.4999999999999558,4.129257559773394e-18,4.129257559773394e-18
450,4.3520573031843076e-16,4.1657497577946387e-16,0.49999999999999956,0.49999999999999956,4.613959090048786e-19,4.613959090048786e-19
455,6.11969079713082e-16,8.34503290517839e-17,0.4999999999999994,0.49999999999999994,1.955867087151185e-18,1.521229956673144e-18
460,4.450577439497168e-16,7.788510519120044e-16,0.49999999999995465,0.5000000000000442,1.303880109227686e-18,0.0
465,6.119400329063097e-16,7.788327691534852e-16,0.5000000000000451,0.49999999999995354,5.21539800772423e-18,4.3461650064368594e-18
470,5.212336496123654e-16,4.0792198665315547e-16,0.4999999999999998,0.4999999999999994,0.0,0.0
475,6.119122129368065e-16,1.9469934047989296e-16,0.49999999999999983,0.4999999999999994,1.738386968570473e-18,1.738386968570473e-18
480,2.446798269452487e-16,9.617067099889122e-16,0.4999999999999994,0.4999999999999994,5.194243271764698e-18,5.194243271764698e-18
485,3.502866052457145e-16,1.4070804273062085e-16,0.4999999999999998,0.4999999999999998,1.3722689860723063e-18,1.3722689860723063e-18
490,1.401297722887218e-16,4.969335097581945e-16,0.49999999999999967,0.49999999999999967,2.609838592064688e-18,2.953495442062669e-18
495,1.4957139510615613e-15,6.798699777552552e-17,0.5000000000000466,0.49999999999994926,1.2464282925513011e-15,1.2464282925513011e-15
500,9.803367701736507e-17,3.4753098901378145e-16,0.4999999999999998,0.4999999999999998,1.163620632975158e-18,1.163620632975158e-18
