alpha,X_{cj},X_{rj},Y_{cj},Y_{rj},T,U,V,W
1.78,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.79,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.8,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.81,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.82,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.83,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.84,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.85,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.86,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.87,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.88,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.89,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.9,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.91,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.92,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.93,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.94,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.95,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.96,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.97,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.98,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.99,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
2.0,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
