s,X,Y_{cj},Y_{rj},T,U,V,W
0.05963623316594643,0.0024667210331356542,0.4942757429999034,0.49333428577308586,0.0018613411782357793,0.0030860082802269726,0.0017374515022633018,0.003238449233148802
0.08685113737513521,0.0003414588570733751,0.49922407918718126,0.49866694761786373,0.00037783175247942135,0.0005121775224655233,0.00034639225500998855,0.0005311128079266762
0.12648552168552957,2.9893310805645923e-05,0.49994901683920023,0.49983968066897955,4.055573794261561e-05,5.147141046517542e-05,3.683785484460615e-05,5.2544177762058474e-05
0.18420699693267145,1.2038236039194862e-06,0.49999907261968596,0.49999203044141044,1.7110812614802147e-06,2.2059372662893496e-06,1.5521577466918378e-06,2.2239390252993584e-06
0.2682695795279725,1.3027945018539546e-08,0.5000000046599206,0.49999989773174497,1.854783459629378e-08,2.4565837467103648e-08,1.685307797574269e-08,2.4613639701409857e-08
0.3906939937054613,3.068794602381621e-11,0.49999999988211086,0.49999999988691807,4.129847023733367e-11,5.881085630471322e-11,4.1349062566500445e-11,5.882475039045488e-11
0.5689866029018293,1.3009887883874522e-15,0.49999999999998734,0.500000000000009,9.1553331074406e-24,1.2278081690406582e-15,2.159064300302594e-25,1.1719063070396348e-15
0.8286427728546842,2.1395765766396543e-15,0.49999999999998523,0.5000000000000111,7.557026937183914e-25,7.760017318683594e-16,4.211087945156129e-27,7.901845311453268e-16
1.2067926406393288,7.763353375456407e-16,0.5000000000000463,0.49999999999995165,1.8230714215303795e-27,5.650669969896005e-16,7.705266868777344e-30,5.549584639486416e-16
1.7575106248547894,2.5842516444981443e-15,0.5000000000000275,0.4999999999999699,6.961586663532282e-32,9.085259687688789e-18,1.3387433448819848e-33,1.6656309427429444e-17
2.559547922699533,5.810070530349049e-16,0.5000000000000053,0.4999999999999941,7.104469807174065e-32,1.3617352805505585e-17,1.4817245400552214e-35,1.9669509607952508e-17
3.727593720314938,1.290661140136293e-16,0.500000000000018,0.49999999999998185,2.619457755933271e-32,8.066632125851832e-18,5.617822930978695e-34,2.5208225393286973e-18
5.428675439323859,1.191616393558686e-15,0.5000000000000177,0.4999999999999801,0.0,4.4685614758450715e-16,0.0,4.4685614758450715e-16
7.9060432109076855,6.452390410684622e-17,0.4999999999999814,0.5000000000000187,1.5760345076999634e-32,2.016372003338944e-17,1.4443110165397039e-33,1.4618697024207344e-17
11.513953993264458,1.0323805520656206e-15,0.4999999999999858,0.5000000000000133,3.0857016716278995e-32,1.5122761993148738e-18,3.5938060613077073e-34,4.03273653150633e-18
16.768329368110066,9.68188319766438e-16,0.5000000000000303,0.4999999999999675,0.0,5.958081967793464e-16,0.0,5.958081967793464e-16
24.420530945486497,0.0,0.5000000000000001,0.5,0.0,4.032736345380715e-18,0.0,4.032736345380715e-18
35.564803062231285,0.0,0.5000000000000001,0.5,0.0,4.032736345380715e-18,0.0,4.032736345380715e-18
51.79474679231202,0.0,0.5000000000000001,0.5,0.0,4.032736345380715e-18,0.0,4.032736345380715e-18
75.43120063354607,0.0,0.5000000000000001,0.5,0.0,4.032736345380715e-18,0.0,4.032736345380715e-18
109.85411419875572,0.0,0.5000000000000001,0.5,0.0,4.032736345380715e-18,0.0,4.032736345380715e-18
159.98587196060572,0.0,0.5000000000000001,0.5,0.0,4.032736345380715e-18,0.0,4.032736345380715e-18
232.99518105153672,0.0,0.5000000000000001,0.5,0.0,4.032736345380715e-18,0.0,4.032736345380715e-18
339.3221771895323,0.0,0.5000000000000001,0.5,0.0,4.032736345380715e-18,0.0,4.032736345380715e-18
494.1713361323828,0.0,0.5000000000000001,0.5,0.0,4.032736345380715e-18,0.0,4.032736345380715e-18
719.6856730011514,0.0,0.5000000000000001,0.5,0.0,4.032736345380715e-18,0.0,4.032736345380715e-18
1048.1131341546852,0.0,0.5000000000000001,0.5,0.0,4.032736345380715e-18,0.0,4.032736345380715e-18
1526.4179671752302,0.0,0.5000000000000001,0.5,0.0,4.032736345380715e-18,0.0,4.032736345380715e-18
2222.996482526191,0.0,0.5000000000000001,0.5,0.0,4.032736345380715e-18,0.0,4.032736345380715e-18
3237.45754281764,0.0,0.5000000000000001,0.5,0.0,4.032736345380715e-18,0.0,4.032736345380715e-18
4714.8663634573895,0.0,0.5000000000000001,0.5,0.0,4.032736345380715e-18,0.0,4.032736345380715e-18
6866.488450042998,0.0,0.5000000000000001,0.5,0.0,4.032736345380715e-18,0.0,4.032736345380715e-18
10000.0,0.0,0.5000000000000001,0.5,0.0,4.032736345380715e-18,0.0,4.032736345380715e-18
